MLS,St,Status_Date,P_Type,Address,Municipality,City,Area,CDOM,Price,Bedrooms,Bth,Square_Footage,Acres,Age,Listing_Office_ID,Total_Baths,Full_Baths,Half_Baths,Standardization,RetAddr1,RetAddr2,RetCity,RetState,RetZipCode,RetHyphen,RetPlus4
11040015,S,11/16/2011 0:00,RESI,538 Conway Village Dr,Town And Country,Town and Country,167,13,792000,4,5 (4 1),3858,0.71,32,CBG 11,5,4,1,-,538 CONWAY VILLAGE DR,,TWN AND CNTRY,MO,,-,
11036587,S,11/1/2011 0:00,RESI,2309 North Ballas Rd,Town And Country,Town and Country,168,102,260000,3,3 (3 0),2052,1.18,61,MADA01,3,3,0,-,2309 N BALLAS RD,,TWN AND CNTRY,MO,63131,-,3028
11051168,S,12/21/2011 0:00,RESI,2423 North Ballas Rd,Town And Country,Town and Country,168,33,300000,3,3 (3 0),1973,0.89,66,RLTY24,3,3,0,-,2423 N BALLAS RD,,TWN AND CNTRY,MO,63131,-,3002
11024554,S,10/7/2011 0:00,RESI,11637 Fallbrook Dr,Town And Country,Town and Country,168,126,310000,4,3 (3 0),2650,1.04,43,REGO01,3,3,0,-,11637 FALLBROOK DR,,TWN AND CNTRY,MO,63131,-,2523
11007284,S,11/2/2011 0:00,RESI,12910 North Topping Estates Dr,Town And Country,Town and Country,168,244,355000,4,3 (3 0),2172,1.02,59,MCFE01,3,3,0,-,12910 N TOPPING ESTATES DR,,TWN AND CNTRY,MO,63131,-,1310
11028049,S,11/22/2011 0:00,RESI,3033 Trafalgar Dr,Town And Country,Town and Country,168,149,380500,4,4 (2 2),2625,1.1,55,SLEC04,4,2,2,-,3033 TRAFALGAR DR,,TWN AND CNTRY,MO,63131,-,2536
11027269,S,10/28/2011 0:00,RESI,1674 Mason Knoll Rd,Town And Country,Town and Country,168,90,410000,5,4 (3 1),3581,0.62,36,CBG 11,4,3,1,-,1674 MASON KNOLL RD,,TWN AND CNTRY,MO,63131,-,1219
11041841,S,10/14/2011 0:00,RESI,1608 Foxleigh Ct,Town And Country,Town and Country,168,4,435000,5,3 (3 0),2919,0.82,46,CBG 11,3,3,0,-,1608 FOXLEIGH CT,,TWN AND CNTRY,MO,63131,-,1230
11045120,S,10/17/2011 0:00,RESI,1746 Mason Knoll Rd,Town And Country,Town and Country,168,17,505000,4,4 (3 1),2790,0.65,34,CBG 25,4,3,1,-,1746 MASON KNOLL RD,,TWN AND CNTRY,MO,,-,
11015953,S,10/3/2011 0:00,RESI,13333 Kings Glen Dr,Town And Country,Town and Country,168,134,506000,4,4 (3 1),2960,0.75,44,MCFE01,4,3,1,-,13333 KINGS GLEN DR,,TWN AND CNTRY,MO,63131,-,1022
11033881,S,12/9/2011 0:00,RESI,2236 Barnbridge Rd,Town And Country,Town and Country,168,153,540000,4,4 (3 1),2799,1.02,28,CBG 32,4,3,1,-,2236 BARNBRIDGE RD,,TWN AND CNTRY,MO,63131,-,3129
11035232,S,11/30/2011 0:00,RESI,925 Mason Wood Dr,Town And Country,Town and Country,168,123,575000,4,4 (3 1),2900,1.4,53,PRUA02,4,3,1,-,925 MASON WOOD DR,,TWN AND CNTRY,MO,,-,
11013494,S,11/30/2011 0:00,RESI,12200 Wheatleigh Grove Rd,Town And Country,Town and Country,168,245,1186000,4,7 (5 2),5313,1.04,11,CBG 11,7,5,2,-,12200 WHEATLEIGH GROVE RD,,TWN AND CNTRY,MO,63131,-,3105
10065574,S,11/1/2011 0:00,RESI,12065 Heatherdane Dr,Town And Country,Town and Country,168,283,1400000,4,6 (4 2),5781,1.08,9,CBG 11,6,4,2,-,12065 HEATHERDANE DR,,TWN AND CNTRY,MO,63131,-,3119
11018838,S,10/13/2011 0:00,RESI,13302 Buckland Hall Rd,Town And Country,Town and Country,168,29,2100000,6,8 (6 2),7536,1.85,28,MANN01,8,6,2,-,13302 BUCKLAND HALL RD,,TWN AND CNTRY,MO,63131,-,1214
11022964,S,11/17/2011 0:00,RESI,12515 Windmoor,Town And Country,Town and Country,196,131,619500,4,5 (4 1),4069,1.02,34,SLEC03,5,4,1,-,12515 WINDMOOR,,TWN AND CNTRY,MO,,-,
10042710,S,10/20/2011 0:00,RESI,12155 Theiss Meadows Dr,Unincorporated,Unincorporated,316,442,175000,3,3 (3 0),1730,0.19,43,DWEB01,3,3,0,-,12155 THEISS MEADOWS DR,,UNINCORPORATD,MO,,-,
11021726,S,10/7/2011 0:00,RESI,10275 Hartshill Lane,Unincorporated,Unincorporated,316,151,400000,4,3 (2 1),3691,0.22,16,KWSW01,3,2,1,-,10275 HARTSHILL LN,,UNINCORPORATD,MO,,-,
11048444,S,12/6/2011 0:00,RESI,5288 Kerth Rd,Unincorporated,Unincorporated,331,73,70000,2,1 (1 0),1291,1,70,WBRS01,1,1,0,-,5288 KERTH RD,,UNINCORPORATD,MO,,-,
11044079,S,12/31/2011 0:00,RESI,5306 Faro Dr,Unincorporated,Unincorporated,331,140,82000,3,2 (1 1),1230,0.33,52,SLEC03,2,1,1,-,5306 FARO DR,,UNINCORPORATD,MO,,-,
11043233,S,10/28/2011 0:00,RESI,6025 Oakville Terr,Unincorporated,Unincorporated,331,19,100000,3,1 (1 0),936,0.45,63,KWRW01,1,1,0,-,6025 OAKVILLE TER,,UNINCORPORATD,MO,,-,
11033644,S,11/21/2011 0:00,RESI,346 Lewis Bluff Cir,Unincorporated,St Louis,346,179,528000,5,4 (3 1),4200,3,19,CBG 03,4,3,1,-,346 LEWIS BLUFF CIR,,ST LOUIS,MO,63025,-,1638
11027145,S,10/18/2011 0:00,RESI,1594 Heritage Valley Dr,Unincorporated,Unincorporated,349,0,318249,3,2 (2 0),2118,0.36,0,AMRH01,2,2,0,-,1594 HERITAGE VALLEY DR,,UNINCORPORATD,MO,,-,
11013879,S,11/18/2011 0:00,RESI,1463 Heritage Valley Dr,Unincorporated,Unincorporated,349,91,335073,3,2 (2 0),2118,0.2,0,AMRH01,2,2,0,-,1463 HERITAGE VALLEY DR,,UNINCORPORATD,MO,,-,
11023050,S,12/2/2011 0:00,RESI,1050 BRIDLERIDGE CROSSING SPUR,Unincorporated,Fenton,349,0,651505,4,3 (2 1),3000,0.27,0,WHLN01,3,2,1,-,1050 BRIDLERIDGE CROSSING SPUR,,FENTON,MO,,-,
11057888,S,3/2/2012 0:00,RESI,10192 Mayfair Dr,Unincorporated,Unincorporated,31,61,1800,3,1 (1 0),1204,0.18,78,ITGP01,1,1,0,-,10192 MAYFAIR DR,,UNINCORPORATD,MO,,-,
11057885,S,3/16/2012 0:00,RESI,10159 Bon Oak Dr,Unincorporated,Unincorporated,31,75,3300,2,1 (1 0),896,0.2,78,ITGP01,1,1,0,-,10159 BON OAK DR,,UNINCORPORATD,MO,,-,
11057890,S,1/20/2012 0:00,RESI,10053 Monarch Dr,Unincorporated,Unincorporated,31,27,3500,3,1 (1 0),850,0.13,30,ITGP01,1,1,0,-,10053 MONARCH DR,,UNINCORPORATD,MO,,-,
10036144,S,1/27/2012 0:00,RESI,10457 Count Dr,Unincorporated,Unincorporated,31,574,7000,3,1 (1 0),888,0.11,57,SHAW,1,1,0,-,10457 COUNT DR,,UNINCORPORATD,MO,,-,
11057887,S,3/16/2012 0:00,RESI,10196 Mayfair Dr,Unincorporated,Unincorporated,31,75,7200,3,1 (1 0),844,0.18,77,ITGP01,1,1,0,-,10196 MAYFAIR DR,,UNINCORPORATD,MO,,-,
11042103,S,1/2/2012 0:00,RESI,2323 Outlook Dr,Unincorporated,Hazelwood,46,72,36000,4,2 (2 0),1160,0.24,47,ALXD01,2,2,0,-,2323 OUTLOOK DR,,HAZELWOOD,MO,,-,
11051991,S,2/23/2012 0:00,RESI,"""3262 Yvette ($2","000 AGENT BONUS) Ct""",Unincorporated,,47,112,118000,3,,1227,0,40,MHMR01,3,3,0,-,3262 YVETTE ($2000 AGENT BONUS) CT,,FLORISSANT,MO,,-
12002336,S,3/26/2012 0:00,RESI,10 Jamestown Acres Lane,Unincorporated,Unincorporated,47,381,184000,2,1 (1 0),1319,9.64,38,XRAD01,1,1,0,-,10 JAMESTOWN ACRES LN,,UNINCORPORATD,MO,,-,
11014317,S,1/27/2012 0:00,RESI,105 Kendl Ct,Hazelwood,Hazelwood,48,264,281000,4,3 (2 1),3056,0.26,0,MCKH01,3,2,1,-,105 KENDL CT,,HAZELWOOD,MO,,-,
11058637,S,3/8/2012 0:00,RESI,131 Buddie Ave,Hazelwood,Hazelwood,63,130,7300,2,1 (1 0),679,0.14,72,OWAI01,1,1,0,-,131 BUDDIE AVE,,HAZELWOOD,MO,63135,-,1014
11052886,S,2/27/2012 0:00,RESI,9417 Liberty Ave,Overland,Overland,63,273,25000,2,1 (1 0),1032,0.16,88,STRA01,1,1,0,-,9417 LIBERTY AVE,,OVERLAND,MO,,-,
11057589,S,1/27/2012 0:00,RESI,106 Young Dr,Hazelwood,Hazelwood,64,27,12000,3,1 (1 0),864,0.14,60,ITGP01,1,1,0,-,106 YOUNG DR,,HAZELWOOD,MO,63135,-,1139
11034275,S,2/16/2012 0:00,RESI,10118 20 Camshire Ct,St. Ann,St Ann,91,177,48000,4,2 (2 0),1454,0.13,48,BRID01,2,2,0,-,10118 20 CAMSHIRE CT,,ST ANN,MO,,-,
11058106,S,1/19/2012 0:00,RESI,8276 Brenner Ave,Unincorporated,Unincorporated,106,24,10400,3,1 (1 0),888,0.18,96,ITGP01,1,1,0,-,8276 BRENNER AVE,,UNINCORPORATD,MO,63114,-,5216
10055809,S,1/4/2012 0:00,RESI,2524 Bopp Rd,Town And Country,Town and Country,151,293,1200000,4,7 (5 2),4708,0.99,17,CBG 24,7,5,2,-,2524 BOPP RD,,TWN AND CNTRY,MO,63131,-,3217
12006480,S,3/20/2012 0:00,RESI,12743 Whispering Hills Lane,Unincorporated,Unincorporated,166,111,164000,3,2 (2 0),1590,0.41,49,CBG 11,2,2,0,-,12743 WHISPERING HILLS LN,,UNINCORPORATD,MO,,-,
12000060,S,3/30/2012 0:00,RESI,12646 Whispering Hills Lane,Unincorporated,Unincorporated,166,92,190500,3,2 (2 0),1739,0.32,51,MORE01,2,2,0,-,12646 WHISPERING HILLS LN,,UNINCORPORATD,MO,,-,
11055782,S,2/17/2012 0:00,RESI,418 Conway Commons Lane,Town And Country,Town and Country,167,538,665000,4,5 (3 2),4040,1,26,CBG 03,5,3,2,-,418 CONWAY COMMONS LN,,TWN AND CNTRY,MO,,-,
13046574,S,11/20/2013 0:00,RESI,1026 Kiefer Ridge Dr,Unincorporated,Unincorporated,348,76,520000,4,4 (3 1),4021,0.48,15,CBG 03,4,3,1,-,1026 KIEFER RIDGE DR,,UNINCORPORATD,MO,63021,-,8226
14003245,S,2/27/2014 0:00,RESI,15450 Forte De France Lane,Unincorporated,Unincorporated,47,29,128900,3,2 (2 0),1706,0.25,32,RXGT01,2,2,0,-,15450 FORTE DE FRANCE LN,,UNINCORPORATD,MO,63034,-,2249
13039738,S,1/24/2014 0:00,RESI,637 Fox Plains Dr,Unincorporated,Unincorporated,47,112,130000,3,4 (4 0),2433,0.19,39,CBG 31,4,4,0,-,637 FOX PLAINS DR,,UNINCORPORATD,MO,63034,-,2143
13053248,S,1/31/2014 0:00,RESI,2660 Valley Brook Dr,Unincorporated,Unincorporated,47,133,180000,4,4 (3 1),2398,0.18,11,RERR01,4,3,1,-,2660 VALLEY BROOK DR,,UNINCORPORATD,MO,,-,
13020900,S,3/14/2014 0:00,RESI,928 Zohner Ct,Hazelwood,Hazelwood,48,329,156000,4,3 (2 1),2082,0.17,27,RDKY02,3,2,1,-,928 ZOHNER CT,,HAZELWOOD,MO,63031,-,8549
14005867,S,3/21/2014 0:00,RESI,3100 Churchill Dr,Unincorporated,Unincorporated,64,7,75130,4,3 (2 1),1736,0.21,53,REGO01,3,2,1,-,3100 CHURCHILL DR,,UNINCORPORATD,MO,63033,-,1508
13063610,S,1/2/2014 0:00,RESI,10543 Maddox Place,Unincorporated,Unincorporated,91,43,78000,4,2 (2 0),1335,0.37,70,SMTR01,2,2,0,-,10543 MADDOX PL,,UNINCORPORATD,MO,63114,-,2121
13031705,S,3/25/2014 0:00,RESI,24 Muirfield Lane,Town And Country,Town and Country,166,249,628000,4,3 (2 1),3348,1.49,46,MANN01,3,2,1,-,24 MUIRFIELD LN,,TWN AND CNTRY,MO,,-,
14004866,S,3/31/2014 0:00,RESI,331 Bryn Wyck Place,Town And Country,Town and Country,167,57,695000,4,4 (3 1),3170,1.05,52,DIEL01,4,3,1,-,331 BRYN WYCK PL,,TWN AND CNTRY,MO,,-,
14000744,S,2/18/2014 0:00,RESI,1330 Parkview Valley Dr,Unincorporated,Unincorporated,168,3,249900,4,3 (2 1),2142,0.33,37,CBG 11,3,2,1,-,1330 PARKVIEW VALLEY DR,,UNINCORPORATD,MO,63011,-,4206
16034213,S,9/9/2016 0:00,RESI,898 Amersham Dr,Town And Country,Town and Country,168,83,900000,4,4 (3 1),4017,1.17,41,KWRC01,4,3,1,-,898 AMERSHAM DR,,TWN AND CNTRY,MO,,-,
16055981,S,9/30/2016 0:00,RESI,45 Ballas Ct,Town And Country,Town and Country,168,7,1375000,5,5 (4 1),4349,1.02,17,MCAR03,5,4,1,-,45 BALLAS CT,,TWN AND CNTRY,MO,63131,-,3000
16027991,S,7/8/2016 0:00,RESI,13156 Barrett Meadows Dr,Des Peres,Des Peres,169,32,340000,4,3 (2 1),2800,0.25,25,RMXP01,3,2,1,-,13156 BARRETT MEADOWS DR,,DES PERES,MO,63021,-,3810
16050166,S,9/29/2016 0:00,RESI,4618 behlmann estates lane,Hazelwood,Hazelwood,47,74,270000,5,4 (3 1),3154,0.24,12,RMXR04,4,3,1,-,4618 BEHLMANN ESTATES LN,,HAZELWOOD,MO,63034,-,2853
16044091,S,9/6/2016 0:00,RESI,9428 Brenda Ave,Unincorporated,Unincorporated,271,2,110999,2,1 (1 0),1080,0.19,68,BHAD01,1,1,0,-,9428 BRENDA AVE,,UNINCORPORATD,MO,63123,-,4326
16039917,S,7/26/2016 0:00,RESI,11378 Burgess Ave,Bridgeton,St Louis,76,4,108000,3,1 (1 0),1004,0.52,71,BHAD02,1,1,0,-,11378 BURGESS AVE,,ST LOUIS,MO,63044,-,3102
16040085,S,7/27/2016 0:00,RESI,12050 Carberry Place,Town And Country,Town and Country,168,12,1350000,4,8 (6 2),5604,1,35,MCAR03,8,6,2,-,12050 CARBERRY PL,,TWN AND CNTRY,MO,,-,
16028517,S,9/2/2016 0:00,RESI,2547 Carousel Ct,Florissant,Unincorporated,47,77,88900,3,2 (1 1),960,0.18,51,CBPR01,2,1,1,-,2547 CAROUSEL CT,,UNINCORPORATD,MO,,-,
16011115,S,7/28/2016 0:00,RESI,19 Chapel Hill Estates,Town And Country,Town and Country,168,100,609000,4,5 (3 2),3334,1,56,CBG 11,5,3,2,-,19 CHAPEL HILL ESTS,,TWN AND CNTRY,MO,,-,
16034601,S,7/7/2016 0:00,RESI,131 Cherry Hills Meadows Dr,Wildwood,St Louis,346,19,260000,3,2 (2 0),1677,0.2,20,KWSW01,2,2,0,-,131 CHERRY HILLS MEADOWS DR,,ST LOUIS,MO,63040,-,1649
16039924,S,9/16/2016 0:00,RESI,2327 Clifton Forge Dr,Town And Country,Town and Country,168,29,1285000,6,6 (5 1),4770,1.04,36,CBG 11,6,5,1,-,2327 CLIFTON FORGE DR,,TWN AND CNTRY,MO,,-,
16010007,S,9/7/2016 0:00,RESI,12300 Crystal View,Town And Country,Town and Country,168,116,1500000,4,6 (4 2),4988,1,13,BHAL02,6,4,2,-,12300 CRYSTAL VW,,TWN AND CNTRY,MO,,-,
16038338,S,7/28/2016 0:00,RESI,701 El Ray Ct,Unincorporated,Unincorporated,331,4,164900,3,3 (2 1),1222,0.16,56,RMXR04,3,2,1,-,701 EL RAY CT,,UNINCORPORATD,MO,,-,
16002515,S,7/28/2016 0:00,RESI,10 Elmcrest Acres,Unincorporated,Unincorporated,46,142,250000,5,4 (3 1),3757,1.45,45,RXGT01,4,3,1,-,10 ELMCREST ACRES,,UNINCORPORATD,MO,,-,
16008822,S,7/15/2016 0:00,RESI,3452 Erman Ave,Bridgeton,St Louis,76,83,230000,3,4 (3 1),2687,0.46,25,BHSP04,4,3,1,-,3452 ERMAN AVE,,ST LOUIS,MO,63044,-,3072
16021149,S,7/1/2016 0:00,RESI,4625 Esther Dr,Unincorporated,Unincorporated,331,28,136000,2,2 (1 1),1008,0.3,85,RMXR04,2,1,1,-,4625 ESTHER DR,,UNINCORPORATD,MO,,-,
16032951,S,8/1/2016 0:00,RESI,1090 Hawkins Bend Dr,Unincorporated,St Louis,349,5,405000,4,4 (3 1),3377,0.23,11,BHAD02,4,3,1,-,1090 HAWKINS BEND DR,,ST LOUIS,MO,63026,-,7230
16005593,S,7/22/2016 0:00,RESI,11588 Joslyn Ct,Unincorporated,Unincorporated,46,100,52900,3,2 (1 1),1275,0.21,58,RXGT01,2,1,1,-,11588 JOSLYN CT,,UNINCORPORATD,MO,,-,
16030984,S,8/12/2016 0:00,RESI,13573 Kings Glen Dr,Town And Country,Town and Country,168,33,925000,5,5 (3 2),3811,1.12,43,RMXR02,5,3,2,-,13573 KINGS GLEN DR,,TWN AND CNTRY,MO,,-,
16039245,S,7/21/2016 0:00,RESI,6611 Kingsway,Unincorporated,Unincorporated,271,4,113900,3,1 (1 0),1026,0.13,64,MCFE01,1,1,0,-,6611 KINGSWAY,,UNINCORPORATD,MO,,-,
16035607,S,9/30/2016 0:00,RESI,160 Ladue Farm Rd,Chesterfield,Chesterfield,167,21,618000,4,4 (3 1),3006,0.67,38,CBG 11,4,3,1,-,160 LADUE FARM RD,,CHESTERFIELD,MO,,-,
14007267,S,4/10/2014 0:00,RESI,1839 Park,Jennings,St Louis,16,11,15125,2,2 (2 0),1318,0.17,64,GLDR01,2,2,0,-,1839 PARK,,ST LOUIS,MO,,-,
13033993,S,4/4/2014 0:00,RESI,10554 Edgefield Dr,Unincorporated,Unincorporated,31,250,14000,3,2 (1 1),1073,0.15,62,RERR01,2,1,1,-,10554 EDGEFIELD DR,,UNINCORPORATD,MO,,-,
13061479,S,5/30/2014 0:00,RESI,2655 Farber Dr,Unincorporated,Unincorporated,46,175,28800,3,2 (1 1),1052,0.22,58,PREM01,2,1,1,-,2655 FARBER DR,,UNINCORPORATD,MO,,-,
13049478,S,4/24/2014 0:00,RESI,2 Trampe Hill Dr.,Unincorporated,Hazelwood,46,174,106900,3,3 (2 1),1316,0.18,18,CBPR01,3,2,1,-,2 TRAMPE HILL DR,,HAZELWOOD,MO,,-,
14028214,S,6/26/2014 0:00,RESI,14055 Old Halls Ferry Rd,Unincorporated,St Louis,47,31,77000,4,3 (2 1),1408,0.22,54,MATR,3,2,1,-,14055 OLD HALLS FERRY RD,,ST LOUIS,MO,63034,-,2560
14014267,S,5/20/2014 0:00,RESI,2908 Sherwood,Unincorporated,Hazelwood,47,62,160000,3,4 (2 2),1768,0.18,28,WCLK01,4,2,2,-,2908 SHERWOOD,,HAZELWOOD,MO,,-,
14000256,S,4/23/2014 0:00,RESI,14631 Arpent Lane,Unincorporated,St Louis,47,380,160000,5,3 (2 1),2258,0.23,41,CBPR01,3,2,1,-,14631 ARPENT LN,,ST LOUIS,MO,63034,-,2207
13060519,S,5/1/2014 0:00,RESI,16788 North Fork Ridge Dr,Unincorporated,Unincorporated,47,165,195000,5,3 (2 1),2432,0.25,28,SHIL,3,2,1,-,16788 N FORK RIDGE DR,,UNINCORPORATD,MO,63034,-,1031
14032102,S,5/30/2014 0:00,RESI,2512 Bopp Rd,Town And Country,Town and Country,151,0,1625000,4,7 (5 2),4603,1,12,CBG 24,7,5,2,-,2512 BOPP RD,,TWN AND CNTRY,MO,63131,-,3217
14023976,S,5/20/2014 0:00,RESI,1456 Orchard Lakes Dr,Unincorporated,Unincorporated,166,19,160000,4,3 (2 1),1877,0.36,50,KWRC01,3,2,1,-,1456 ORCHARD LAKES DR,,UNINCORPORATD,MO,,-,
14015618,S,4/28/2014 0:00,RESI,1435 Summit Ridge,Unincorporated,Unincorporated,166,32,170050,4,3 (3 0),1909,0.21,42,CBG 05,3,3,0,-,1435 SUMMIT RDG,,UNINCORPORATD,MO,,-,
14018314,S,5/16/2014 0:00,RESI,12571 Northwinds Dr,Unincorporated,Unincorporated,166,32,183000,5,3 (3 0),2216,0.38,53,PRUA02,3,3,0,-,12571 NORTHWINDS DR,,UNINCORPORATD,MO,,-,
14025484,S,6/18/2014 0:00,RESI,12696 Markaire Dr,Unincorporated,Unincorporated,166,42,205000,3,3 (2 1),1484,0.27,56,MCAR01,3,2,1,-,12696 MARKAIRE DR,,UNINCORPORATD,MO,,-,
13011688,S,6/2/2014 0:00,RESI,1928 Lakehurst Dr,Unincorporated,Unincorporated,166,416,243000,4,3 (2 1),2120,0.24,46,WHBL01,3,2,1,-,1928 LAKEHURST DR,,UNINCORPORATD,MO,,-,
13004985,S,6/30/2014 0:00,RESI,9 Bellerive Country Club,Town And Country,Town and Country,166,455,1050000,5,6 (5 1),3760,1.47,53,CBG 11,6,5,1,-,9 BELLERIVE COUNTRY CLB,,TWN AND CNTRY,MO,,-,
13008075,S,5/21/2014 0:00,RESI,2 Bellerive Country Club,Town And Country,Town and Country,166,440,2100000,4,6 (4 2),7209,3.1,55,MCAR01,6,4,2,-,2 BELLERIVE COUNTRY CLB,,TWN AND CNTRY,MO,,-,
14002345,S,4/29/2014 0:00,RESI,13365 Walfield Lane,Chesterfield,Chesterfield,167,105,169000,4,3 (3 0),1736,0.25,52,PRUA05,3,3,0,-,13365 WALFIELD LN,,CHESTERFIELD,MO,,-,
14016388,S,5/23/2014 0:00,RESI,13163 Fourposter Ct,Unincorporated,Unincorporated,167,39,285000,4,3 (3 0),1892,0.25,53,CBG 05,3,3,0,-,13163 FOURPOSTER CT,,UNINCORPORATD,MO,,-,
13042369,S,6/27/2014 0:00,RESI,206 Pebble Acres Dr,Town And Country,Town and Country,167,339,487000,4,3 (3 0),2400,0.69,54,RMXP01,3,3,0,-,206 PEBBLE ACRES DR,,TWN AND CNTRY,MO,,-,
14017584,S,6/18/2014 0:00,RESI,368 Sunway Lane,Town And Country,Town and Country,167,34,525000,4,3 (2 1),2688,1.09,53,CBG 11,3,2,1,-,368 SUNWAY LN,,TWN AND CNTRY,MO,,-,
14011379,S,6/16/2014 0:00,RESI,311 Hampshire Hill Lane,Town And Country,Town and Country,167,4,1295000,6,8 (6 2),5680,0.85,24,CBG 03,8,6,2,-,311 HAMPSHIRE HILL LN,,TWN AND CNTRY,MO,,-,
14012852,S,6/6/2014 0:00,RESI,2014 South Mason Rd,Town And Country,Town and Country,168,34,430000,3,2 (2 0),2740,1.48,48,DIEL01,2,2,0,-,2014 S MASON RD,,TWN AND CNTRY,MO,,-,
14020951,S,5/28/2014 0:00,RESI,12597 Durrow Ct,Town And Country,Town and Country,168,29,530000,4,4 (3 1),2446,1,32,MCAR03,4,3,1,-,12597 DURROW CT,,TWN AND CNTRY,MO,,-,
11050589,S,3/29/2012 0:00,RESI,7 Conway Village Ct,Town And Country,Town and Country,167,263,825000,4,7 (5 2),4113,0.85,33,SLEC04,7,5,2,-,7 CONWAY VILLAGE CT,,TWN AND CNTRY,MO,,-,
11050527,S,3/30/2012 0:00,RESI,1632 Mason Valley Rd,Town And Country,Town and Country,168,104,362500,4,3 (2 1),2464,0.57,44,MADA01,3,2,1,-,1632 MASON VALLEY RD,,TWN AND CNTRY,MO,63131,-,1226
10053445,S,3/1/2012 0:00,RESI,31 Chapel Hill,Town And Country,Town and Country,168,491,390000,3,3 (3 0),2761,1,57,CBG 11,3,3,0,-,31 CHAPEL HL,,TWN AND CNTRY,MO,,-,
11034411,S,1/30/2012 0:00,RESI,1866 South Mason Rd,Town And Country,Town and Country,168,486,402250,4,3 (3 0),2546,1.71,64,PRUA02,3,3,0,-,1866 S MASON RD,,TWN AND CNTRY,MO,63131,-,1519
11058111,S,1/27/2012 0:00,RESI,3 Long Meadows Lane,Town And Country,Town and Country,168,46,405000,3,3 (3 0),3424,1.03,67,HILB01,3,3,0,-,3 LONG MEADOWS LN,,TWN AND CNTRY,MO,63131,-,3014
11038324,S,1/31/2012 0:00,RESI,1556 Foxleigh Ct,Town And Country,Town and Country,168,132,407500,4,4 (2 2),3189,0.61,47,CBG 04,4,2,2,-,1556 FOXLEIGH CT,,TWN AND CNTRY,MO,63131,-,1229
11013053,S,2/9/2012 0:00,RESI,1824 Nettlecreek Dr,Town And Country,Town and Country,168,238,425000,4,3 (2 1),3390,0.8,55,CBG 11,3,2,1,-,1824 NETTLECREEK DR,,TWN AND CNTRY,MO,63131,-,1506
11015305,S,1/5/2012 0:00,RESI,1821 Topping Rd,Town And Country,Town and Country,168,273,443000,2,3 (2 1),2052,3.75,48,RMXR04,3,2,1,-,1821 TOPPING RD,,TWN AND CNTRY,MO,63131,-,1819
12019159,S,3/30/2012 0:00,RESI,12943 Woodlark Lane,Town And Country,Town and Country,168,0,455000,4,3 (3 0),2286,1.06,54,PRUA05,3,3,0,-,12943 WOODLARK LN,,TWN AND CNTRY,MO,63131,-,1313
12006430,S,3/26/2012 0:00,RESI,2020 Barrett Station Rd,Town And Country,Town and Country,168,557,605000,5,5 (4 1),3923,1.5,22,EXRL01,5,4,1,-,2020 BARRETT STATION RD,,TWN AND CNTRY,MO,63131,-,1603
11031172,S,2/28/2012 0:00,RESI,1945 Muir Woods Lane,Town And Country,Town and Country,168,174,780000,5,5 (4 1),4760,1.05,42,DTCH01,5,4,1,-,1945 MUIR WOODS LN,,TWN AND CNTRY,MO,63131,-,1714
11032459,S,1/19/2012 0:00,RESI,2301 North Ballas Rd,Town And Country,Town and Country,168,200,807500,4,6 (4 2),4741,1.17,22,CBPR01,6,4,2,-,2301 N BALLAS RD,,TWN AND CNTRY,MO,63131,-,3028
11019040,S,2/29/2012 0:00,RESI,12841 Dubon Lane,Town And Country,Town and Country,168,498,840000,5,6 (4 2),4362,1.28,30,PRUA02,6,4,2,-,12841 DUBON LN,,TWN AND CNTRY,MO,63131,-,1414
11044448,S,3/28/2012 0:00,RESI,16 Country Life Acres,Country Life Acres,Town and Country,168,208,895000,4,5 (4 1),5260,3.76,72,CBG 11,5,4,1,-,16 COUNTRY LIFE ACRES,,TWN AND CNTRY,MO,63131,-,1403
11029102,S,1/19/2012 0:00,RESI,13433 Mason Grove Lane,Town And Country,Town and Country,168,176,1175000,5,7 (5 2),5233,1,17,CBG 11,7,5,2,-,13433 MASON GROVE LN,,TWN AND CNTRY,MO,,-,
12008295,S,3/29/2012 0:00,RESI,2463 Trossock Lane,Unincorporated,Unincorporated,169,15,160000,3,2 (2 0),1568,0.34,60,SLEC04,2,2,0,-,2463 TROSSOCK LN,,UNINCORPORATD,MO,63122,-,5023
11048414,S,2/23/2012 0:00,RESI,1005 Dougherty Lake Estates Dr,Valley Park,Valley Park,169,102,242269,4,3 (2 1),2326,0.23,22,RLXG01,3,2,1,-,1005 DOUGHERTY LAKE ESTATES DR,,VALLEY PARK,MO,,-,
12001977,S,3/8/2012 0:00,RESI,2461 Clarjon Drive,Unincorporated,Unincorporated,169,42,585000,4,4 (2 2),3566,0.26,17,MCAR01,4,2,2,-,2461 CLARJON DR,,UNINCORPORATD,MO,,-,
11049057,S,2/1/2012 0:00,RESI,1310 Hanna Rd,Unincorporated,Valley Park,181,84,192500,4,3 (3 0),1700,1,64,CBG 27,3,3,0,-,1310 HANNA RD,,VALLEY PARK,MO,63021,-,7706
11050180,S,2/7/2012 0:00,RESI,416 Spears St,Sunset Hills,Sunset Hills,196,70,137000,4,3 (3 0),2540,0.23,28,DPEV01,3,3,0,-,416 SPEARS ST,,SUNSET HILLS,MO,,-,
